id_kandidat,cv_text,id_lowongan,job_desc,label
C1489,Saya memiliki pengalaman 5 tahun di bidang pemasaran digital dengan fokus pada Content Creation.,L009,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 5 tahun.",1
C1490,Pengalaman 3 tahun sebagai admin dengan kemampuan Email Management.,L010,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 5 tahun.",0
C1491,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Spring Boot.",L001,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 2 tahun.",1
C1492,Pengalaman 4 tahun sebagai admin dengan kemampuan Microsoft Excel.,L002,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 5 tahun.",0
C1493,"Saya lulusan Statistika, pengalaman 3 tahun sebagai Data Analyst menggunakan Tableau.",L003,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 3 tahun.",1
C1494,"Saya lulusan Statistika, pengalaman 5 tahun sebagai Data Analyst menggunakan SQL.",L004,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 5 tahun.",1
C1495,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan Excel.",L005,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 7 tahun.",0
C1496,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai Spring Boot.",L006,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 7 tahun.",0
C1497,"Saya lulusan Statistika, pengalaman 3 tahun sebagai Data Analyst menggunakan Tableau.",L007,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 6 tahun.",0
C1498,Pengalaman 2 tahun sebagai admin dengan kemampuan ERP.,L008,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 4 tahun.",0
C1499,Pengalaman 1 tahun sebagai admin dengan kemampuan Inventory Control.,L009,"Lowongan Data Analyst dengan keahlian Pandas, pengalaman minimal 3 tahun.",0
C1500,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan Python.",L010,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 7 tahun.",0
C1501,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan SAP.",L001,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 7 tahun.",0
C1502,Pengalaman 1 tahun sebagai admin dengan kemampuan Inventory Control.,L002,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 3 tahun.",0
C1503,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada SEM.,L003,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 1 tahun.",1
C1504,"Saya lulusan Statistika, pengalaman 3 tahun sebagai Data Analyst menggunakan SQL.",L004,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 4 tahun.",0
C1505,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L005,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 2 tahun.",1
C1506,"Saya lulusan Statistika, pengalaman 2 tahun sebagai Data Analyst menggunakan Python.",L006,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 4 tahun.",0
C1507,Pengalaman 2 tahun sebagai admin dengan kemampuan Filing System.,L007,"Staff Administrasi dibutuhkan, harus menguasai Filing System, pengalaman minimal 2 tahun.",1
C1508,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan Excel.",L008,"Lowongan Data Analyst dengan keahlian Excel, pengalaman minimal 4 tahun.",0
C1509,"Lulusan Akuntansi dengan pengalaman 4 tahun, terbiasa dengan MYOB.",L009,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 5 tahun.",0
C1510,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada SEO.,L010,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 6 tahun.",0
C1511,Pengalaman 4 tahun sebagai admin dengan kemampuan Microsoft Excel.,L001,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 4 tahun.",1
C1512,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L002,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 2 tahun.",1
C1513,"Saya memiliki pengalaman 4 tahun sebagai Software Engineer, menguasai Python.",L003,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 7 tahun.",0
C1514,"Saya memiliki pengalaman 1 tahun sebagai Software Engineer, menguasai Java.",L004,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 3 tahun.",0
C1515,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Pandas.",L005,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 4 tahun.",0
C1516,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan MYOB.",L006,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 3 tahun.",1
C1517,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Spring Boot.",L007,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 2 tahun.",1
C1518,Pengalaman 2 tahun sebagai admin dengan kemampuan Filing System.,L008,"Staff Administrasi dibutuhkan, harus menguasai Filing System, pengalaman minimal 2 tahun.",1
C1519,"Saya lulusan Statistika, pengalaman 5 tahun sebagai Data Analyst menggunakan Tableau.",L009,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 5 tahun.",1
C1520,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L010,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 3 tahun.",1
C1521,Pengalaman 5 tahun sebagai admin dengan kemampuan Email Management.,L001,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 7 tahun.",0
C1522,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan Excel.",L002,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 1 tahun.",1
C1523,"Saya memiliki pengalaman 4 tahun sebagai Software Engineer, menguasai Java.",L003,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 6 tahun.",0
C1524,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan SAP.",L004,"Lowongan Data Analyst dengan keahlian Python, pengalaman minimal 4 tahun.",0
C1525,Saya memiliki pengalaman 5 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L005,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 7 tahun.",0
C1526,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai Java.",L006,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 8 tahun.",0
C1527,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan MYOB.",L007,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 2 tahun.",1
C1528,"Saya memiliki pengalaman 1 tahun sebagai Software Engineer, menguasai React.",L008,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 1 tahun.",1
C1529,Pengalaman 1 tahun sebagai admin dengan kemampuan Inventory Control.,L009,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 1 tahun.",1
C1530,"Saya memiliki pengalaman 3 tahun sebagai Software Engineer, menguasai Python.",L010,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 6 tahun.",0
C1531,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Node.js.",L001,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 4 tahun.",0
C1532,"Saya lulusan Statistika, pengalaman 5 tahun sebagai Data Analyst menggunakan Tableau.",L002,"Staff Administrasi dibutuhkan, harus menguasai ERP, pengalaman minimal 6 tahun.",0
C1533,"Saya memiliki pengalaman 3 tahun sebagai Software Engineer, menguasai Java.",L003,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 3 tahun.",1
C1534,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Java.",L004,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 2 tahun.",1
C1535,Pengalaman 1 tahun sebagai admin dengan kemampuan Inventory Control.,L005,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 1 tahun.",1
C1536,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan MYOB.",L006,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 7 tahun.",0
C1537,"Saya memiliki pengalaman 4 tahun sebagai Software Engineer, menguasai Java.",L007,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 4 tahun.",1
C1538,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan Python.",L008,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 7 tahun.",0
C1539,Pengalaman 1 tahun sebagai admin dengan kemampuan Filing System.,L009,"Staff Administrasi dibutuhkan, harus menguasai Filing System, pengalaman minimal 1 tahun.",1
C1540,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan Python.",L010,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 7 tahun.",0
C1541,"Saya lulusan Statistika, pengalaman 2 tahun sebagai Data Analyst menggunakan Tableau.",L001,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 2 tahun.",1
C1542,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L002,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 3 tahun.",1
C1543,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan Accurate.",L003,"Lowongan Data Analyst dengan keahlian Python, pengalaman minimal 5 tahun.",0
C1544,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L004,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 3 tahun.",0
C1545,"Saya lulusan Statistika, pengalaman 2 tahun sebagai Data Analyst menggunakan Tableau.",L005,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 3 tahun.",0
C1546,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai Node.js.",L006,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 6 tahun.",0
C1547,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai Spring Boot.",L007,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 5 tahun.",1
C1548,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan Excel.",L008,"Lowongan Data Analyst dengan keahlian Pandas, pengalaman minimal 4 tahun.",0
C1549,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai Node.js.",L009,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 7 tahun.",0
C1550,"Saya memiliki pengalaman 1 tahun sebagai Software Engineer, menguasai React.",L010,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 1 tahun.",1
C1551,Saya memiliki pengalaman 4 tahun di bidang pemasaran digital dengan fokus pada SEM.,L001,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 4 tahun.",1
C1552,"Saya lulusan Statistika, pengalaman 2 tahun sebagai Data Analyst menggunakan Python.",L002,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 3 tahun.",0
C1553,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan Excel.",L003,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 2 tahun.",1
C1554,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada SEM.,L004,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 3 tahun.",0
C1555,"Saya lulusan Statistika, pengalaman 3 tahun sebagai Data Analyst menggunakan SQL.",L005,"Lowongan Accounting Staff, menguasai Tax Reporting, pengalaman kerja minimal 6 tahun.",0
C1556,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada SEM.,L006,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 3 tahun.",1
C1557,"Saya memiliki pengalaman 3 tahun sebagai Software Engineer, menguasai Java.",L007,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 4 tahun.",0
C1558,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada SEO.,L008,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 1 tahun.",1
C1559,Pengalaman 3 tahun sebagai admin dengan kemampuan Email Management.,L009,"Lowongan Accounting Staff, menguasai Tax Reporting, pengalaman kerja minimal 6 tahun.",0
C1560,"Saya memiliki pengalaman 3 tahun sebagai Software Engineer, menguasai Python.",L010,"Dicari Software Engineer dengan keahlian Python, minimal pengalaman 3 tahun.",1
C1561,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L001,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 1 tahun.",1
C1562,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L002,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 4 tahun.",0
C1563,Saya memiliki pengalaman 4 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L003,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 4 tahun.",1
C1564,Pengalaman 4 tahun sebagai admin dengan kemampuan Filing System.,L004,"Staff Administrasi dibutuhkan, harus menguasai Filing System, pengalaman minimal 4 tahun.",1
C1565,Pengalaman 2 tahun sebagai admin dengan kemampuan Filing System.,L005,"Lowongan Data Analyst dengan keahlian Python, pengalaman minimal 5 tahun.",0
C1566,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada SEO.,L006,"Staff Administrasi dibutuhkan, harus menguasai Filing System, pengalaman minimal 3 tahun.",0
C1567,Saya memiliki pengalaman 5 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L007,"Lowongan Accounting Staff, menguasai Tax Reporting, pengalaman kerja minimal 6 tahun.",0
C1568,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan SQL.",L008,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 4 tahun.",1
C1569,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai Node.js.",L009,"Staff Administrasi dibutuhkan, harus menguasai ERP, pengalaman minimal 7 tahun.",0
C1570,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan SAP.",L010,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 4 tahun.",0
C1571,Pengalaman 2 tahun sebagai admin dengan kemampuan Email Management.,L001,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 2 tahun.",1
C1572,Pengalaman 1 tahun sebagai admin dengan kemampuan Microsoft Excel.,L002,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 1 tahun.",1
C1573,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada Content Creation.,L003,"Lowongan Accounting Staff, menguasai Tax Reporting, pengalaman kerja minimal 3 tahun.",0
C1574,"Saya lulusan Statistika, pengalaman 2 tahun sebagai Data Analyst menggunakan Tableau.",L004,"Staff Administrasi dibutuhkan, harus menguasai Filing System, pengalaman minimal 3 tahun.",0
C1575,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan SAP.",L005,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 1 tahun.",1
C1576,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan Accurate.",L006,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 2 tahun.",1
C1577,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan SAP.",L007,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 6 tahun.",0
C1578,"Saya memiliki pengalaman 1 tahun sebagai Software Engineer, menguasai Python.",L008,"Lowongan Accounting Staff, menguasai Tax Reporting, pengalaman kerja minimal 4 tahun.",0
C1579,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai Spring Boot.",L009,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 6 tahun.",0
C1580,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada SEO.,L010,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 3 tahun.",0
C1581,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L001,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 3 tahun.",1
C1582,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan Tax Reporting.",L002,"Lowongan Accounting Staff, menguasai Tax Reporting, pengalaman kerja minimal 1 tahun.",1
C1583,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan Accurate.",L003,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 5 tahun.",1
C1584,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada SEM.,L004,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 2 tahun.",1
C1585,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada Content Creation.,L005,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 3 tahun.",1
C1586,Pengalaman 4 tahun sebagai admin dengan kemampuan ERP.,L006,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 6 tahun.",0
C1587,"Saya lulusan Statistika, pengalaman 2 tahun sebagai Data Analyst menggunakan SQL.",L007,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 2 tahun.",1
C1588,Pengalaman 5 tahun sebagai admin dengan kemampuan ERP.,L008,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 7 tahun.",0
C1589,Pengalaman 2 tahun sebagai admin dengan kemampuan Inventory Control.,L009,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 4 tahun.",0
C1590,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan SQL.",L010,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 1 tahun.",1
C1591,"Saya memiliki pengalaman 4 tahun sebagai Software Engineer, menguasai React.",L001,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 7 tahun.",0
C1592,Pengalaman 2 tahun sebagai admin dengan kemampuan Microsoft Excel.,L002,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 3 tahun.",0
C1593,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada SEO.,L003,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 3 tahun.",0
C1594,"Lulusan Akuntansi dengan pengalaman 4 tahun, terbiasa dengan Excel.",L004,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 5 tahun.",0
C1595,"Saya lulusan Statistika, pengalaman 3 tahun sebagai Data Analyst menggunakan Pandas.",L005,"Dicari Software Engineer dengan keahlian Python, minimal pengalaman 6 tahun.",0
C1596,Saya memiliki pengalaman 5 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L006,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 5 tahun.",1
C1597,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada SEM.,L007,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 2 tahun.",1
C1598,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan Tax Reporting.",L008,"Lowongan Data Analyst dengan keahlian Excel, pengalaman minimal 5 tahun.",0
C1599,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan Excel.",L009,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 4 tahun.",0
C1600,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada SEO.,L010,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 3 tahun.",1
C1601,Pengalaman 4 tahun sebagai admin dengan kemampuan Inventory Control.,L001,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 6 tahun.",0
C1602,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L002,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 3 tahun.",0
C1603,"Saya memiliki pengalaman 3 tahun sebagai Software Engineer, menguasai Node.js.",L003,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 5 tahun.",0
C1604,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Spring Boot.",L004,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 2 tahun.",1
C1605,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan Excel.",L005,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 1 tahun.",1
C1606,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan Accurate.",L006,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 5 tahun.",1
C1607,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan SAP.",L007,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 2 tahun.",1
C1608,Pengalaman 3 tahun sebagai admin dengan kemampuan Email Management.,L008,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 6 tahun.",0
C1609,Pengalaman 4 tahun sebagai admin dengan kemampuan ERP.,L009,"Staff Administrasi dibutuhkan, harus menguasai ERP, pengalaman minimal 4 tahun.",1
C1610,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Python.",L010,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 5 tahun.",0
C1611,Pengalaman 5 tahun sebagai admin dengan kemampuan Filing System.,L001,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 8 tahun.",0
C1612,Saya memiliki pengalaman 5 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L002,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 7 tahun.",0
C1613,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada SEM.,L003,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 3 tahun.",1
C1614,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan SAP.",L004,"Staff Administrasi dibutuhkan, harus menguasai Filing System, pengalaman minimal 6 tahun.",0
C1615,"Saya memiliki pengalaman 1 tahun sebagai Software Engineer, menguasai Java.",L005,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 3 tahun.",0
C1616,Pengalaman 4 tahun sebagai admin dengan kemampuan Filing System.,L006,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 7 tahun.",0
C1617,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai React.",L007,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 2 tahun.",1
C1618,"Saya memiliki pengalaman 3 tahun sebagai Software Engineer, menguasai Spring Boot.",L008,"Lowongan Accounting Staff, menguasai Tax Reporting, pengalaman kerja minimal 6 tahun.",0
C1619,"Saya memiliki pengalaman 3 tahun sebagai Software Engineer, menguasai Python.",L009,"Lowongan Data Analyst dengan keahlian Python, pengalaman minimal 6 tahun.",0
C1620,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Pandas.",L010,"Lowongan Data Analyst dengan keahlian Pandas, pengalaman minimal 1 tahun.",1
C1621,Saya memiliki pengalaman 4 tahun di bidang pemasaran digital dengan fokus pada SEM.,L001,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 6 tahun.",0
C1622,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan Accurate.",L002,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 1 tahun.",1
C1623,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada Content Creation.,L003,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 3 tahun.",1
C1624,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai Java.",L004,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 6 tahun.",0
C1625,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan SAP.",L005,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 4 tahun.",0
C1626,Saya memiliki pengalaman 5 tahun di bidang pemasaran digital dengan fokus pada SEO.,L006,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 6 tahun.",0
C1627,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L007,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 5 tahun.",0
C1628,"Saya lulusan Statistika, pengalaman 5 tahun sebagai Data Analyst menggunakan Tableau.",L008,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 8 tahun.",0
C1629,Pengalaman 4 tahun sebagai admin dengan kemampuan Inventory Control.,L009,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 4 tahun.",1
C1630,Pengalaman 5 tahun sebagai admin dengan kemampuan Microsoft Excel.,L010,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 7 tahun.",0
C1631,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Node.js.",L001,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 2 tahun.",1
C1632,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Pandas.",L002,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 4 tahun.",0
C1633,"Lulusan Akuntansi dengan pengalaman 4 tahun, terbiasa dengan MYOB.",L003,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 4 tahun.",1
C1634,Pengalaman 5 tahun sebagai admin dengan kemampuan Inventory Control.,L004,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 7 tahun.",0
C1635,"Saya lulusan Statistika, pengalaman 5 tahun sebagai Data Analyst menggunakan Python.",L005,"Staff Administrasi dibutuhkan, harus menguasai ERP, pengalaman minimal 8 tahun.",0
C1636,"Saya memiliki pengalaman 1 tahun sebagai Software Engineer, menguasai React.",L006,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 1 tahun.",1
C1637,"Saya lulusan Statistika, pengalaman 3 tahun sebagai Data Analyst menggunakan SQL.",L007,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 4 tahun.",0
C1638,Pengalaman 3 tahun sebagai admin dengan kemampuan Inventory Control.,L008,"Lowongan Data Analyst dengan keahlian Excel, pengalaman minimal 6 tahun.",0
